1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,registered_program,target_dept
BBA-1,ENG-2,ANT-3,3.88,3.64,eng-ver,Dhaka,Dhaka,ANT,ESS
BBA-1,CSE-2,,4.13,3.9,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,CSE-2,BIO-3,5,5,ban,,,BIO,MNS
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECO-1,ENG-2,BBA-3,3.75,4.5,ban,Dhaka,Dhaka,ENG,ENH
MIC-1,PHR-2,BIO-3,4.81,4.75,ban,Dhaka,Dhaka,MIC,MNS
BBA-1,ENG-2,,4.5,5,eng-ver,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ECO-2,ENG-3,4.2,2.5,eng,,,ECO,ESS
BBA-1,PHR-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,MIC-2,,5,5,eng-ver,Dhaka,Dhaka,BIO,MNS
CSE-1,EEE-2,,5,5,eng,,,CSE,ComputerSciandEngr
MIC-1,BIO-2,ARC-3,5,,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,BBA-2,,4.94,,eng-ver,Chittagong,Chittagong,BBA,Brac_Business_School
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ECO-1,ENG-2,,4.25,4.1,ban,Dhaka,Dhaka,ECO,ESS
ECO-1,LLB-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,CS-2,,5,4.5,eng-ver,Rajshahi,Rajshahi,CS,ComputerSciandEngr
ARC-1,PHR-2,ECE-3,5,5,ban,Rajshahi,Dhaka,ARC,Architecture
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ENG-1,ECO-2,CS-3,5,4.4,ban,Sylhet,Sylhet,ENG,ENH
ARC-1,EEE-2,CSE-3,4.5,3.5,ban,Dhaka,Dhaka,ARC,Architecture
BIO-1,MIC-2,,5,,eng,,,BIO,MNS
ARC-1,CSE-2,BBA-3,4.2,,ban,,,ARC,Architecture
BIO-1,MIC-2,CSE-3,5,4.83,ban,,,BIO,MNS
CSE-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
LLB-1,ECO-2,BBA-3,4.63,4.3,ban,Dhaka,Dhaka,LLB,School_of_Law
LLB-1,BBA-2,,5,4.3,ban,Chittagong,Chittagong,LLB,School_of_Law
MIC-1,BIO-2,ANT-3,5,4.75,ban,Dhaka,Dhaka,ANT,ESS
EEE-1,APE-2,,4.69,3.8,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
PHR-1,CSE-2,EEE-3,5,5,ban,Comilla,Dhaka,PHR,Pharmacy
BIO-1,PHR-2,MIC-3,5,4.83,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,EEE-2,BIO-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
BIO-1,BBA-2,MIC-3,5,3,eng,,,BIO,MNS
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
EEE-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ENG-1,,,5,3.5,ban,Dhaka,Dhaka,ENG,ENH
BIO-1,MIC-2,PHR-3,5,4.25,eng,,,BIO,MNS
BBA-1,ECO-2,,4.88,4.9,ban,Dhaka,Dhaka,BBA,Brac_Business_School
EEE-1,PHR-2,ARC-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ENG-1,LLB-2,BBA-3,4.63,4.7,eng-ver,Dhaka,Dhaka,ENG,ENH
BBA-1,ENG-2,ANT-3,4.44,4,ban,Chittagong,Chittagong,ENG,ENH
MIC-1,PHY-2,PHR-3,4.69,4.2,ban,Dhaka,Dhaka,PHY,MNS
CSE-1,LLB-2,,5,4.6,eng-ver,Comilla,Comilla,BBA,Brac_Business_School
PHR-1,MIC-2,ENG-3,4.94,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,EEE-2,,,,ban,Dinajpur,Dinajpur,CSE,ComputerSciandEngr
BBA-1,LLB-2,,4.88,5,ban,Dhaka,Dhaka,LLB,School_of_Law
MIC-1,BIO-2,PHY-3,4.19,3.4,ban,Dhaka,Dhaka,MIC,MNS
ECO-1,ARC-2,,4.5,4.9,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,ECE-2,PHR-3,5,4.4,ban,Dinajpur,Dinajpur,ECO,ESS
CSE-1,ECO-2,MIC-3,5,4.9,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,ECE-2,,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,BBA-2,,5,4,ban,Jessore,Jessore,CSE,ComputerSciandEngr
EEE-1,BBA-2,,5,4.2,ban,Jessore,Jessore,EEE,ElectricalandElectronicEngr
ECE-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
EEE-1,CSE-2,PHR-3,5,4.1,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ENG-2,LLB-3,3.81,3.4,ban,Chittagong,Chittagong,ENG,ENH
EEE-1,BBA-2,,3.8,,eng,,,BBA,Brac_Business_School
ARC-1,EEE-2,CSE-3,5,5,eng,,,ARC,Architecture
LLB-1,ENG-2,ECO-3,4.75,4.4,ban,Comilla,Comilla,LLB,School_of_Law
ENG-1,LLB-2,BBA-3,5,4,ban,Comilla,Dhaka,ENG,ENH
MIC-1,PHR-2,BIO-3,5,5,eng,,,MIC,MNS
PHR-1,ECE-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,ECE-2,,,,ban,Chittagong,Chittagong,CS,ComputerSciandEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Rajshahi,Rajshahi,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,EEE-2,,5,4.9,ban,Chittagong,Chittagong,CSE,ComputerSciandEngr
ECO-1,BBA-2,,4.6,3.3,eng,,,ECO,ESS
ARC-1,BIO-2,ENG-3,5,5,ban,Comilla,Comilla,ARC,Architecture
PHR-1,CSE-2,BIO-3,5,5,ban,Barisal,Dhaka,PHR,Pharmacy
LLB-1,BBA-2,EEE-3,5,4,ban,Rajshahi,Rajshahi,LLB,School_of_Law
ARC-1,CSE-2,,5,5,ban,Dinajpur,Dhaka,BIO,MNS
ARC-1,MAT-2,,3.5,3,eng,,,ARC,Architecture
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,CSE-2,ENG-3,5,4.6,ban,Dhaka,Dhaka,ENG,ENH
APE-1,CS-2,,4.94,4.9,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,ECE-2,ECO-3,5,4.2,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,BBA-2,ARC-3,5,5,ban,Jessore,Dhaka,CS,ComputerSciandEngr
ARC-1,PHY-2,MAT-3,4.71,3.33,eng,,,PHY,MNS
EEE-1,ECE-2,CSE-3,5,5,ban,Comilla,Comilla,CS,ComputerSciandEngr
PHR-1,ARC-2,MIC-3,5,4.42,ban,Dhaka,Dhaka,MIC,MNS
ENG-1,LLB-2,,4.8,3,eng,,,ENG,ENH
BBA-1,ENG-2,,4.75,5,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,ECO-2,BBA-3,,,ban,,,ECO,ESS
APE-1,LLB-2,,4.56,4.6,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,EEE-2,,4.7,4,eng,,,CS,ComputerSciandEngr
EEE-1,ECE-2,,4.88,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECE-1,CSE-2,EEE-3,5,5,ban,Barisal,Barisal,ECE,ElectricalandElectronicEngr
ARC-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHR-1,APE-2,CSE-3,5,5,ban,Dinajpur,Dinajpur,PHR,Pharmacy
ENG-1,BBA-2,ANT-3,5,3.92,ban,Rajshahi,Rajshahi,ANT,ESS
ENG-1,ANT-2,,4.75,5,ban,Dhaka,Dhaka,ENG,ENH
ECE-1,ECO-2,,5,5,eng,,,APE,MNS
ECE-1,BBA-2,MIC-3,5,4.9,ban,Dhaka,Dhaka,MIC,MNS
PHR-1,ECE-2,BIO-3,5,5,ban,Rajshahi,Rajshahi,BIO,MNS
BBA-1,ECO-2,,,,ban,,,BBA,Brac_Business_School
ENG-1,LLB-2,BBA-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
BBA-1,ECO-2,,,,ban,,,ECO,ESS
EEE-1,ECE-2,,4.81,4.5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,4.9,ban,Dinajpur,Dinajpur,CSE,ComputerSciandEngr
ECO-1,BBA-2,,,,eng-ver,,,ECO,ESS
ARC-1,PHR-2,BIO-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ECE-1,CSE-2,,4.2,,eng,,,CSE,ComputerSciandEngr
CSE-1,ARC-2,,5,4.8,ban,Comilla,Dhaka,BBA,Brac_Business_School
MIC-1,CSE-2,PHR-3,5,4.6,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,EEE-2,CSE-3,,,ban,,,ARC,Architecture
ECO-1,BBA-2,LLB-3,4.37,4,eng,,,ECO,ESS
PHR-1,MIC-2,BIO-3,5,4.5,eng,,,PHR,Pharmacy
CSE-1,ECE-2,EEE-3,5,5,ban,Rajshahi,Rajshahi,CS,ComputerSciandEngr
CSE-1,EEE-2,ECE-3,5,4.5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
CSE-1,LLB-2,,5,4,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,ECO-2,,5,3.5,eng,,,ECO,ESS
CSE-1,EEE-2,,4.94,4.4,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ENG-2,ECE-3,5,4.3,ban,Rajshahi,Rajshahi,ECE,ElectricalandElectronicEngr
BBA-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
PHR-1,MIC-2,CS-3,5,4.3,ban,Dhaka,Dhaka,ANT,ESS
BIO-1,MIC-2,APE-3,,,ban,,,BIO,MNS
CSE-1,EEE-2,APE-3,5,4.2,ban,Jessore,Dhaka,CS,ComputerSciandEngr
BBA-1,ECO-2,,,,ban,,,BBA,Brac_Business_School
ARC-1,CSE-2,,5,4.3,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
EEE-1,ECE-2,,5,4,eng,,,EEE,ElectricalandElectronicEngr
ARC-1,ECE-2,CSE-3,5,4.7,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,BBA-2,,4.69,4,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
PHR-1,MIC-2,BIO-3,4.75,4.1,ban,Dhaka,Dhaka,PHR,Pharmacy
LLB-1,ENG-2,,4.25,4.6,ban,Dhaka,Dhaka,LLB,School_of_Law
EEE-1,ECE-2,MIC-3,5,5,ban,Barisal,Barisal,ECE,ElectricalandElectronicEngr
PHR-1,ARC-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
LLB-1,ECO-2,ENG-3,5,4.8,madrasah,Madrasah,Dhaka,LLB,School_of_Law
LLB-1,ECO-2,ANT-3,5,,ban,Dhaka,Dhaka,LLB,School_of_Law
PHR-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ECO-1,BBA-2,ARC-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
BIO-1,PHR-2,MIC-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
BIO-1,MIC-2,EEE-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ARC-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
CSE-1,CS-2,APE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BIO-1,,,2.5,2.5,eng,,,BIO,MNS
EEE-1,CSE-2,PHR-3,5,4.5,ban,Rajshahi,Rajshahi,PHR,Pharmacy
CSE-1,EEE-2,,5,4.4,ban,Sylhet,Sylhet,CSE,ComputerSciandEngr
BIO-1,PHR-2,MIC-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
CSE-1,ECE-2,,5,5,ban,Jessore,Jessore,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,,4.5,4.2,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,PHR-2,CSE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,CS-2,,5,4.1,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,CSE-2,,5,,ban,Chittagong,Chittagong,BBA,Brac_Business_School
CSE-1,ARC-2,CS-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
PHR-1,MIC-2,,4.44,4.2,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,CSE-2,,5,4.2,ban,Jessore,Jessore,PHR,Pharmacy
EEE-1,MIC-2,,5,4.6,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,BBA-3,4.88,4.2,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
MIC-1,BIO-2,CS-3,5,,ban,Dhaka,Dhaka,MIC,MNS
APE-1,EEE-2,CSE-3,4.87,4,eng,,,APE,MNS
CSE-1,ECE-2,MIC-3,4.75,4.9,ban,Dhaka,Dhaka,MIC,MNS
LLB-1,ENG-2,BBA-3,5,4.5,ban,Dhaka,Dhaka,ENG,ENH
ECE-1,CSE-2,PHR-3,4.75,4.1,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
CSE-1,ENG-2,ARC-3,4.63,4.6,ban,Dhaka,Dhaka,ENG,ENH
BIO-1,MIC-2,,4,4,eng,,,CS,ComputerSciandEngr
CSE-1,ECE-2,,5,4.7,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
EEE-1,PHR-2,,4.4,3.75,eng,,,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,PHR-3,5,5,ban,Rajshahi,Dhaka,ECE,ElectricalandElectronicEngr
BBA-1,LLB-2,ECO-3,4.94,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ARC-1,CSE-2,,5,4.5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,PHR-2,EEE-3,5,4.6,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,EEE-2,ECE-3,5,4.8,ban,Rajshahi,Rajshahi,CS,ComputerSciandEngr
ECO-1,BIO-2,MIC-3,5,5,ban,Dinajpur,Dinajpur,ECO,ESS
ECE-1,ECO-2,,,,ban,,,ECO,ESS
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ECO-1,BBA-2,ANT-3,,,ban,,,ECO,ESS
ARC-1,BBA-2,PHR-3,3.88,3.4,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ENG-2,,4.31,3.6,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ECO-2,ECE-3,5,5,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,CS-2,BIO-3,4.88,4.6,ban,Dinajpur,Dinajpur,CS,ComputerSciandEngr
PHR-1,MIC-2,,4.63,4.3,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CS-1,CSE-2,,5,3.6,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ARC-1,APE-2,EEE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
BIO-1,MIC-2,PHR-3,4.88,4.4,ban,Dhaka,Dhaka,BIO,MNS
ECE-1,EEE-2,,5,4.7,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ARC-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,CSE-2,EEE-3,5,4,ban,Dhaka,Dhaka,ARC,Architecture
EEE-1,BBA-2,ENG-3,5,4,ban,Dhaka,Dhaka,ARC,Architecture
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CSE-1,ECE-2,EEE-3,4.81,4.83,ban,,,ECE,ElectricalandElectronicEngr
ARC-1,BBA-2,,,,ban,,,BBA,Brac_Business_School
MIC-1,,,2.5,2.5,eng,,,MIC,MNS
PHR-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,BIO-2,ECO-3,5,3.5,eng,,,ECO,ESS
CSE-1,ECE-2,,4.69,4.2,ban,Jessore,Jessore,CSE,ComputerSciandEngr
ECE-1,CSE-2,CS-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
LLB-1,ENG-2,ANT-3,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,CS-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BIO-1,MIC-2,ANT-3,3.8,,eng,,,ANT,ESS
ANT-1,BBA-2,,4,3.5,eng,,,ANT,ESS
ECO-1,BBA-2,ENG-3,5,5,ban,Jessore,Jessore,ECO,ESS
ECO-1,BBA-2,LLB-3,,,ban,,,ECO,ESS
ARC-1,EEE-2,,3.9,4,eng,,,ARC,Architecture
MIC-1,EEE-2,BIO-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
LLB-1,BBA-2,,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
CSE-1,MIC-2,EEE-3,5,,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,,,5,4.6,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,ARC-2,ECE-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
ARC-1,PHR-2,BBA-3,5,3.5,eng,,,ARC,Architecture
CSE-1,EEE-2,ARC-3,5,4.5,eng,,,ARC,Architecture
ECO-1,CSE-2,,5,4.9,ban,Dhaka,Dhaka,ECO,ESS
ECE-1,EEE-2,APE-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
BBA-1,ARC-2,,,,ban,,,BBA,Brac_Business_School
EEE-1,CSE-2,,5,4.5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
BBA-1,LLB-2,,4.81,5,ban,Dhaka,Rajshahi,BBA,Brac_Business_School
PHR-1,MIC-2,LLB-3,5,3.3,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,ECE-2,,5,,ban,Dhaka,,ECE,ElectricalandElectronicEngr
CSE-1,EEE-2,,3.6,3,eng,,,EEE,ElectricalandElectronicEngr
ECE-1,EEE-2,CSE-3,5,5,ban,Chittagong,Chittagong,ECE,ElectricalandElectronicEngr
CSE-1,PHR-2,EEE-3,5,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
BBA-1,ENG-2,,,,ban,,,ENG,ENH
CSE-1,CS-2,EEE-3,5,5,eng,,,CS,ComputerSciandEngr
BIO-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
LLB-1,BBA-2,,5,,ban,Chittagong,Chittagong,LLB,School_of_Law
ARC-1,CS-2,,4.6,2.5,eng,,,ARC,Architecture
CSE-1,ARC-2,ECE-3,5,5,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
ECE-1,CSE-2,EEE-3,5,4.92,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
PHR-1,CSE-2,,5,4.7,ban,Dhaka,Dhaka,BIO,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Comilla,Comilla,BIO,MNS
LLB-1,PHR-2,ECO-3,5,4.7,ban,Chittagong,Chittagong,LLB,School_of_Law
MIC-1,PHR-2,,5,5,ban,Dhaka,Dhaka,MIC,MNS
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,LLB-3,4.8,4.5,eng,,,ECO,ESS
ECO-1,BBA-2,LLB-3,4.44,4.7,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,EEE-2,APE-3,5,4.1,ban,Chittagong,Chittagong,CS,ComputerSciandEngr
BBA-1,ECO-2,ENG-3,5,4.2,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,ENG-2,ECO-3,5,3.3,ban,Comilla,Comilla,LLB,School_of_Law
BBA-1,LLB-2,,4.88,,eng-ver,Chittagong,Chittagong,BBA,Brac_Business_School
CSE-1,EEE-2,,,,ban,,,CSE,ComputerSciandEngr
ARC-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
LLB-1,ENG-2,ECO-3,5,4.2,ban,Dhaka,Dhaka,LLB,School_of_Law
EEE-1,ECE-2,CSE-3,5,5,ban,Rajshahi,Rajshahi,EEE,ElectricalandElectronicEngr
BBA-1,EEE-2,,,,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
PHR-1,BIO-2,CSE-3,4.8,4,eng,,,PHR,Pharmacy
CSE-1,APE-2,ARC-3,5,5,eng-ver,Dhaka,Dhaka,ARC,Architecture
PHR-1,ENG-2,MIC-3,5,5,ban,Rajshahi,Rajshahi,MIC,MNS
EEE-1,CSE-2,,4.38,4.1,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
ECO-1,BBA-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
BBA-1,LLB-2,,4.31,4.7,ban,Dhaka,Dhaka,BBA,Brac_Business_School
CSE-1,APE-2,,,,eng-ver,,,BBA,Brac_Business_School
ARC-1,BBA-2,ECO-3,5,3.7,eng,,,ARC,Architecture
ECO-1,PHR-2,,5,5,ban,Dhaka,Dhaka,ECO,ESS
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BBA-1,LLB-2,,5,3.3,ban,Dinajpur,Dhaka,LLB,School_of_Law
LLB-1,ECO-2,,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
PHR-1,MIC-2,BIO-3,5,5,ban,Dinajpur,Dhaka,PHR,Pharmacy
CSE-1,ECE-2,,4.94,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
BIO-1,MIC-2,PHR-3,5,4.25,eng,,,MIC,MNS
ECO-1,BBA-2,ENG-3,4.4,2.5,eng,,,ECO,ESS
ARC-1,PHR-2,,4.69,4.5,ban,Dhaka,Dhaka,PHR,Pharmacy
BIO-1,MIC-2,CSE-3,5,4.8,ban,Comilla,Comilla,BIO,MNS
ECE-1,EEE-2,,5,4.5,eng,,,ECE,ElectricalandElectronicEngr
ENG-1,LLB-2,ANT-3,5,4.6,ban,Dhaka,Dhaka,ENG,ENH
LLB-1,EEE-2,PHR-3,4.63,4,ban,Dhaka,Dhaka,LLB,School_of_Law
EEE-1,CSE-2,,5,5,ban,Dinajpur,Dinajpur,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,4.5,ban,Chittagong,Chittagong,BBA,Brac_Business_School
MIC-1,BIO-2,ENG-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
ARC-1,MIC-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
EEE-1,CSE-2,ECE-3,,,ban,,,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ARC-1,CSE-2,ECE-3,5,,ban,,,ARC,Architecture
MIC-1,BIO-2,PHR-3,5,3.5,eng,,,MIC,MNS
PHR-1,ECE-2,CSE-3,5,5,ban,Rajshahi,Dhaka,PHR,Pharmacy
CSE-1,CS-2,,5,4.3,ban,Dinajpur,Dinajpur,CSE,ComputerSciandEngr
ECE-1,CSE-2,EEE-3,5,4.5,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
CS-1,CSE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,EEE-2,,5,5,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
CSE-1,CS-2,BBA-3,5,4.7,ban,Dhaka,Dhaka,CS,ComputerSciandEngr
BBA-1,ECO-2,,4.81,4.9,ban,Dhaka,Dhaka,BBA,Brac_Business_School
ARC-1,CS-2,PHR-3,5,5,ban,Dhaka,Dhaka,ARC,Architecture
BBA-1,ENG-2,,4.56,4.9,ban,Rajshahi,Dhaka,ENG,ENH
CSE-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
ARC-1,LLB-2,ECE-3,5,4.7,ban,Comilla,Comilla,ARC,Architecture
ARC-1,BBA-2,,,,ban,,,ECO,ESS
ARC-1,ECO-2,,5,5,ban,Dhaka,Dhaka,ARC,Architecture
APE-1,ECE-2,,,,ban,,,CSE,ComputerSciandEngr
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,PHR,Pharmacy
PHR-1,CSE-2,ECE-3,5,5,ban,Sylhet,Sylhet,PHR,Pharmacy
EEE-1,APE-2,ARC-3,5,5,ban,Dhaka,Dhaka,APE,MNS
PHR-1,MIC-2,BIO-3,5,4.8,ban,Dhaka,Dhaka,PHR,Pharmacy
ENG-1,LLB-2,BIO-3,4.94,4.1,ban,Dinajpur,Dinajpur,ENG,ENH
EEE-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,BIO,MNS
ARC-1,CSE-2,,4.75,4.6,ban,Dhaka,Dhaka,ARC,Architecture
ECE-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,ECE-2,,5,4.3,ban,Jessore,Jessore,CSE,ComputerSciandEngr
CSE-1,ECE-2,,5,4.6,ban,Dhaka,Dhaka,BBA,Brac_Business_School
BBA-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,ENG,ENH
ECE-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
ANT-1,ENG-2,,3.5,2.5,eng,,,ANT,ESS
ECE-1,BBA-2,,4.94,4.9,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
LLB-1,ENG-2,BBA-3,4.94,5,ban,Dhaka,Dhaka,LLB,School_of_Law
ECE-1,ARC-2,,5,4.4,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,ARC-2,,3.6,,eng,,,ECO,ESS
EEE-1,ECE-2,,4.94,3.8,ban,Dhaka,Dhaka,ECE,ElectricalandElectronicEngr
EEE-1,ECO-2,,5,5,eng,,,ECO,ESS
CSE-1,CS-2,,5,4.6,ban,Dhaka,Dhaka,CSE,ComputerSciandEngr
LLB-1,ENG-2,,5,5,ban,Dhaka,Dhaka,LLB,School_of_Law
MIC-1,BIO-2,CSE-3,5,5,ban,Dhaka,Dhaka,MIC,MNS
CSE-1,ECE-2,CS-3,5,5,ban,,,ECE,ElectricalandElectronicEngr
ECO-1,ENG-2,,,,ban,,,ECO,ESS
EEE-1,ECE-2,,,,ban,Dhaka,Dhaka,EEE,ElectricalandElectronicEngr
ECO-1,BBA-2,ANT-3,5,4,eng,,,ECO,ESS
LLB-1,ENG-2,,4.81,4.7,ban,Comilla,Comilla,LLB,School_of_Law
